event_id,merchant_id,customer_id,order_id,timestamp,amount,product_category,payment_method,device_type,location,payment_status,failure_reason,retry_count,checkout_duration,cart_abandoned,refund_requested,refund_status,discount_requested,discount_given,negotiation_started,negotiation_rounds,final_order_status
evt_003803,mer_lux_06,cust_0300,ord_103803,2026-08-08 11:41:22,9629.75,Luxury & Watches,Credit Card,iOS,Ahmedabad,SUCCESS,,0,103,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003804,mer_gadg_04,cust_0873,ord_103804,2026-08-08 11:58:23,800.79,Mobile & Accessories,UPI,MacOS,Bengaluru,SUCCESS,,0,134,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_003805,mer_elec_01,cust_1295,ord_103805,2026-08-08 12:15:30,6562.98,Consumer Electronics,UPI,iOS,Mumbai,SUCCESS,,0,66,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003806,mer_lux_06,cust_0270,ord_103806,2026-08-08 12:21:29,14437.09,Luxury & Watches,EMI,Windows,Bengaluru,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,580,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003807,mer_elec_01,cust_1359,ord_103807,2026-08-08 12:25:53,6731.03,Consumer Electronics,Credit Card,Windows,Bengaluru,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,203,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003808,mer_fash_02,cust_1795,ord_103808,2026-08-08 12:32:46,1750.34,Fashion & Apparel,UPI,Windows,Bengaluru,SUCCESS,,0,93,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003809,mer_fitn_05,cust_0266,ord_103809,2026-08-08 12:33:59,3082.13,Fitness & Sports,UPI,MacOS,Bengaluru,SUCCESS,,0,100,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_003810,mer_fash_02,cust_0002,ord_103810,2026-08-08 12:36:52,780.04,Fashion & Apparel,UPI,iOS,Pune,SUCCESS,,0,55,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003811,mer_fitn_05,cust_0656,ord_103811,2026-08-08 12:40:40,2835.20,Fitness & Sports,UPI,Android,Bengaluru,SUCCESS,,0,50,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_003812,mer_elec_01,cust_0075,ord_103812,2026-08-08 12:47:38,2392.61,Consumer Electronics,Debit Card,iOS,Mumbai,FAILED,INSUFFICIENT_FUNDS,0,193,False,False,NONE,408.67,214.00,True,2,FAILED
evt_003813,mer_fitn_05,cust_0059,ord_103813,2026-08-08 12:51:50,5355.17,Fitness & Sports,UPI,Android,Mumbai,FAILED,INSUFFICIENT_FUNDS,0,94,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003814,mer_lux_06,cust_0021,ord_103814,2026-08-08 12:56:32,9544.63,Luxury & Watches,Debit Card,iOS,Hyderabad,SUCCESS,,0,109,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003815,mer_home_03,cust_1694,ord_103815,2026-08-08 12:57:17,4717.76,Home & Kitchen,Net Banking,Android,Delhi NCR,FAILED,USER_DROPPED_AT_OTP,0,114,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003816,mer_fash_02,cust_0999,ord_103816,2026-08-08 13:03:33,976.36,Fashion & Apparel,Credit Card,MacOS,Mumbai,SUCCESS,,0,149,False,False,NONE,203.40,67.13,True,2,COMPLETED
evt_003817,mer_fash_02,cust_0922,ord_103817,2026-08-08 13:05:30,5078.22,Fashion & Apparel,Credit Card,MacOS,Hyderabad,SUCCESS,,0,88,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003818,mer_fash_02,cust_0222,ord_103818,2026-08-08 13:13:59,1686.51,Fashion & Apparel,Debit Card,iOS,Bengaluru,SUCCESS,,0,56,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003819,mer_gadg_04,cust_1096,ord_103819,2026-08-08 13:14:46,786.92,Mobile & Accessories,UPI,iOS,Mumbai,FAILED,USER_DROPPED_AT_OTP,2,129,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003820,mer_lux_06,cust_1239,ord_103820,2026-08-08 13:16:37,21122.90,Luxury & Watches,Credit Card,MacOS,Mumbai,SUCCESS,,0,103,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003821,mer_home_03,cust_1591,ord_103821,2026-08-08 13:20:47,2288.51,Home & Kitchen,UPI,iOS,Kolkata,SUCCESS,,0,131,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003822,mer_elec_01,cust_1756,ord_103822,2026-08-08 13:21:20,3030.73,Consumer Electronics,EMI,MacOS,Delhi NCR,SUCCESS,,0,59,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003823,mer_lux_06,cust_1494,ord_103823,2026-08-08 13:24:17,6198.11,Luxury & Watches,UPI,MacOS,Pune,SUCCESS,,0,94,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003824,mer_lux_06,cust_1010,ord_103824,2026-08-08 13:24:26,17541.46,Luxury & Watches,Credit Card,iOS,Hyderabad,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,386,True,False,NONE,2566.28,2566.28,True,1,ABANDONED
evt_003825,mer_home_03,cust_0117,ord_103825,2026-08-08 13:49:08,3982.74,Home & Kitchen,UPI,Windows,Mumbai,SUCCESS,,0,95,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003826,mer_fitn_05,cust_0001,ord_103826,2026-08-08 13:50:22,2362.63,Fitness & Sports,UPI,Android,Pune,SUCCESS,,0,136,False,False,NONE,295.65,295.65,True,1,COMPLETED
evt_003827,mer_lux_06,cust_0867,ord_103827,2026-08-08 13:55:33,19948.94,Luxury & Watches,UPI,iOS,Pune,SUCCESS,,0,73,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003828,mer_fash_02,cust_0714,ord_103828,2026-08-08 13:56:19,1201.44,Fashion & Apparel,UPI,Android,Kolkata,SUCCESS,,0,45,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003829,mer_home_03,cust_0156,ord_103829,2026-08-08 13:59:58,2409.39,Home & Kitchen,Credit Card,Android,Pune,ABANDONED,USER_DROPPED_AT_OTP,0,225,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003830,mer_gadg_04,cust_0001,ord_103830,2026-08-08 14:10:34,1908.98,Mobile & Accessories,Credit Card,Android,Pune,SUCCESS,,0,115,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003831,mer_fash_02,cust_0343,ord_103831,2026-08-08 14:16:07,1690.40,Fashion & Apparel,UPI,Windows,Mumbai,SUCCESS,,0,98,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003832,mer_fitn_05,cust_0001,ord_103832,2026-08-08 14:17:09,1837.14,Fitness & Sports,Credit Card,Android,Pune,SUCCESS,,0,113,False,False,NONE,264.25,264.25,True,1,COMPLETED
evt_003833,mer_home_03,cust_0310,ord_103833,2026-08-08 14:24:56,3360.90,Home & Kitchen,Credit Card,iOS,Bengaluru,SUCCESS,,0,89,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003834,mer_fitn_05,cust_0278,ord_103834,2026-08-08 14:36:52,2954.70,Fitness & Sports,UPI,Android,Kolkata,SUCCESS,,0,128,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003835,mer_gadg_04,cust_0644,ord_103835,2026-08-08 14:38:09,1465.83,Mobile & Accessories,Wallet,MacOS,Kolkata,SUCCESS,,0,105,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003836,mer_fitn_05,cust_0461,ord_103836,2026-08-08 14:39:54,4845.37,Fitness & Sports,Net Banking,iOS,Ahmedabad,SUCCESS,,0,93,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003837,mer_fitn_05,cust_0116,ord_103837,2026-08-08 14:42:14,2359.73,Fitness & Sports,UPI,Windows,Mumbai,SUCCESS,,0,259,False,False,NONE,258.10,258.10,True,4,COMPLETED
evt_003838,mer_fitn_05,cust_0822,ord_103838,2026-08-08 15:06:54,3067.95,Fitness & Sports,Credit Card,Windows,Delhi NCR,SUCCESS,,0,122,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003839,mer_fash_02,cust_0523,ord_103839,2026-08-08 15:08:03,832.35,Fashion & Apparel,UPI,iOS,Pune,ABANDONED,USER_DROPPED_AT_OTP,0,217,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003840,mer_gadg_04,cust_0052,ord_103840,2026-08-08 15:18:53,2320.36,Mobile & Accessories,UPI,iOS,Bengaluru,SUCCESS,,0,117,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003841,mer_fitn_05,cust_0651,ord_103841,2026-08-08 15:26:29,3004.29,Fitness & Sports,UPI,Android,Chennai,SUCCESS,,0,93,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003842,mer_home_03,cust_0003,ord_103842,2026-08-08 15:39:56,7730.91,Home & Kitchen,UPI,MacOS,Delhi NCR,SUCCESS,,0,79,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003843,mer_fash_02,cust_1283,ord_103843,2026-08-08 15:47:28,1324.33,Fashion & Apparel,Credit Card,Android,Pune,SUCCESS,,0,110,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003844,mer_gadg_04,cust_1445,ord_103844,2026-08-08 15:52:06,770.67,Mobile & Accessories,UPI,Android,Bengaluru,SUCCESS,,0,71,False,True,REJECTED,0.00,0.00,False,0,COMPLETED
evt_003845,mer_fitn_05,cust_0031,ord_103845,2026-08-08 15:56:13,3061.42,Fitness & Sports,Credit Card,Android,Bengaluru,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,351,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003846,mer_elec_01,cust_0047,ord_103846,2026-08-08 15:59:28,3321.93,Consumer Electronics,Debit Card,iOS,Pune,SUCCESS,,0,148,False,False,NONE,716.09,283.33,True,1,COMPLETED
evt_003847,mer_gadg_04,cust_1774,ord_103847,2026-08-08 16:03:36,1566.17,Mobile & Accessories,UPI,Android,Bengaluru,SUCCESS,,0,158,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_003848,mer_gadg_04,cust_0782,ord_103848,2026-08-08 16:10:35,508.82,Mobile & Accessories,UPI,Windows,Delhi NCR,SUCCESS,,0,93,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003849,mer_fash_02,cust_0843,ord_103849,2026-08-08 16:12:42,4073.84,Fashion & Apparel,Debit Card,iOS,Kolkata,SUCCESS,,0,65,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003850,mer_lux_06,cust_0821,ord_103850,2026-08-08 16:14:47,18043.38,Luxury & Watches,Credit Card,iOS,Bengaluru,ABANDONED,USER_DROPPED_AT_OTP,0,278,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003851,mer_elec_01,cust_0345,ord_103851,2026-08-08 16:17:12,2030.98,Consumer Electronics,Debit Card,Android,Delhi NCR,SUCCESS,,0,151,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003852,mer_fash_02,cust_0352,ord_103852,2026-08-08 16:23:52,3178.01,Fashion & Apparel,UPI,iOS,Mumbai,SUCCESS,,0,166,False,False,NONE,554.38,278.54,True,3,COMPLETED
evt_003853,mer_gadg_04,cust_1590,ord_103853,2026-08-08 16:33:20,2109.49,Mobile & Accessories,UPI,iOS,Delhi NCR,SUCCESS,,0,246,False,False,NONE,480.93,200.86,True,3,COMPLETED
evt_003854,mer_lux_06,cust_0013,ord_103854,2026-08-08 16:35:42,19584.76,Luxury & Watches,Credit Card,Windows,Delhi NCR,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,279,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003855,mer_fitn_05,cust_1094,ord_103855,2026-08-08 16:53:08,4113.71,Fitness & Sports,UPI,Android,Kolkata,SUCCESS,,0,230,False,False,NONE,387.62,387.62,True,3,COMPLETED
evt_003856,mer_lux_06,cust_0254,ord_103856,2026-08-08 17:03:38,24088.56,Luxury & Watches,UPI,iOS,Pune,SUCCESS,,0,135,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003857,mer_elec_01,cust_1453,ord_103857,2026-08-08 17:08:17,7565.35,Consumer Electronics,Debit Card,Windows,Bengaluru,SUCCESS,,0,248,False,False,NONE,947.53,947.53,True,3,COMPLETED
evt_003858,mer_gadg_04,cust_0469,ord_103858,2026-08-08 17:10:04,1217.31,Mobile & Accessories,Wallet,MacOS,Mumbai,SUCCESS,,0,65,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003859,mer_fash_02,cust_0042,ord_103859,2026-08-08 17:17:06,805.52,Fashion & Apparel,UPI,Android,Mumbai,SUCCESS,,0,154,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003860,mer_lux_06,cust_0317,ord_103860,2026-08-08 17:28:18,14177.81,Luxury & Watches,Wallet,Windows,Delhi NCR,SUCCESS,,0,98,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003861,mer_gadg_04,cust_1698,ord_103861,2026-08-08 17:34:49,726.67,Mobile & Accessories,EMI,Android,Bengaluru,SUCCESS,,0,177,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003862,mer_fitn_05,cust_0280,ord_103862,2026-08-08 17:45:06,1181.65,Fitness & Sports,Credit Card,MacOS,Kolkata,SUCCESS,,0,109,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003863,mer_fitn_05,cust_0414,ord_103863,2026-08-08 17:48:14,1268.70,Fitness & Sports,Wallet,Android,Hyderabad,SUCCESS,,0,72,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003864,mer_lux_06,cust_0982,ord_103864,2026-08-08 17:53:00,6549.82,Luxury & Watches,Debit Card,iOS,Bengaluru,SUCCESS,,0,95,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003865,mer_lux_06,cust_0745,ord_103865,2026-08-08 18:20:07,12539.97,Luxury & Watches,Debit Card,Android,Bengaluru,FAILED,AUTHENTICATION_FAILED,0,100,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003866,mer_gadg_04,cust_1485,ord_103866,2026-08-08 18:22:33,1548.64,Mobile & Accessories,Credit Card,Windows,Chennai,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,214,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003867,mer_fitn_05,cust_0050,ord_103867,2026-08-08 18:26:29,2681.23,Fitness & Sports,UPI,Android,Delhi NCR,SUCCESS,,0,167,False,False,NONE,290.40,290.40,True,2,COMPLETED
evt_003868,mer_gadg_04,cust_0602,ord_103868,2026-08-08 18:31:34,1056.17,Mobile & Accessories,Credit Card,Android,Ahmedabad,SUCCESS,,0,90,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003869,mer_fitn_05,cust_0710,ord_103869,2026-08-08 18:53:11,1491.76,Fitness & Sports,UPI,Android,Mumbai,SUCCESS,,0,139,False,False,NONE,194.27,194.27,True,2,COMPLETED
evt_003870,mer_elec_01,cust_0956,ord_103870,2026-08-08 18:59:10,6398.37,Consumer Electronics,UPI,Windows,Ahmedabad,SUCCESS,,0,91,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003871,mer_lux_06,cust_0112,ord_103871,2026-08-08 19:05:02,9868.18,Luxury & Watches,UPI,iOS,Bengaluru,SUCCESS,,0,72,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003872,mer_gadg_04,cust_0565,ord_103872,2026-08-08 19:09:41,1017.77,Mobile & Accessories,Debit Card,iOS,Bengaluru,SUCCESS,,0,107,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003873,mer_fitn_05,cust_0783,ord_103873,2026-08-08 19:17:37,1180.73,Fitness & Sports,Credit Card,iOS,Chennai,SUCCESS,,0,108,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003874,mer_gadg_04,cust_0133,ord_103874,2026-08-08 19:21:41,1369.91,Mobile & Accessories,UPI,iOS,Hyderabad,SUCCESS,,0,89,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003875,mer_lux_06,cust_0164,ord_103875,2026-08-08 19:23:03,21811.76,Luxury & Watches,Wallet,MacOS,Mumbai,FAILED,AUTHENTICATION_FAILED,0,223,False,False,NONE,4844.70,1886.49,True,2,FAILED
evt_003876,mer_fitn_05,cust_0414,ord_103876,2026-08-08 19:23:37,1548.71,Fitness & Sports,Wallet,Android,Hyderabad,SUCCESS,,0,88,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003877,mer_fash_02,cust_0009,ord_103877,2026-08-08 19:35:11,1846.19,Fashion & Apparel,Credit Card,Windows,Mumbai,SUCCESS,,0,190,False,False,NONE,348.74,216.21,True,2,COMPLETED
evt_003878,mer_lux_06,cust_0643,ord_103878,2026-08-08 19:48:05,11745.48,Luxury & Watches,UPI,MacOS,Bengaluru,SUCCESS,,0,117,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003879,mer_elec_01,cust_0234,ord_103879,2026-08-08 19:48:09,3704.37,Consumer Electronics,UPI,Windows,Hyderabad,SUCCESS,,0,149,False,False,NONE,586.41,333.89,True,1,COMPLETED
evt_003880,mer_gadg_04,cust_0016,ord_103880,2026-08-08 19:48:22,1374.64,Mobile & Accessories,Wallet,iOS,Bengaluru,SUCCESS,,0,67,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003881,mer_home_03,cust_1492,ord_103881,2026-08-08 19:53:30,1411.76,Home & Kitchen,UPI,Windows,Chennai,SUCCESS,,0,197,False,True,PROCESSED,319.12,134.92,True,2,REFUNDED
evt_003882,mer_fitn_05,cust_0323,ord_103882,2026-08-08 19:58:05,1654.35,Fitness & Sports,UPI,Android,Jaipur,SUCCESS,,0,127,False,False,NONE,167.53,167.53,True,1,COMPLETED
evt_003883,mer_fitn_05,cust_0916,ord_103883,2026-08-08 19:59:23,3447.04,Fitness & Sports,UPI,MacOS,Delhi NCR,SUCCESS,,0,104,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003884,mer_elec_01,cust_0556,ord_103884,2026-08-08 20:03:37,5010.02,Consumer Electronics,EMI,Windows,Delhi NCR,SUCCESS,,0,171,False,False,NONE,541.27,541.27,True,2,COMPLETED
evt_003885,mer_fitn_05,cust_0517,ord_103885,2026-08-08 20:12:05,1284.56,Fitness & Sports,UPI,iOS,Hyderabad,SUCCESS,,0,123,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003886,mer_home_03,cust_0313,ord_103886,2026-08-08 20:14:29,1293.25,Home & Kitchen,UPI,Android,Mumbai,SUCCESS,,0,135,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003887,mer_lux_06,cust_0925,ord_103887,2026-08-08 20:34:22,10551.43,Luxury & Watches,UPI,Windows,Delhi NCR,ABANDONED,USER_DROPPED_AT_OTP,0,304,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003888,mer_home_03,cust_0037,ord_103888,2026-08-08 20:47:16,3482.23,Home & Kitchen,UPI,Android,Kolkata,SUCCESS,,0,108,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003889,mer_fash_02,cust_0158,ord_103889,2026-08-08 20:56:36,1016.76,Fashion & Apparel,UPI,iOS,Delhi NCR,FAILED,INSUFFICIENT_FUNDS,1,139,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003890,mer_elec_01,cust_0546,ord_103890,2026-08-08 21:01:00,4268.91,Consumer Electronics,Credit Card,iOS,Chennai,FAILED,INSUFFICIENT_FUNDS,1,173,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003891,mer_elec_01,cust_0232,ord_103891,2026-08-08 21:10:12,9251.10,Consumer Electronics,UPI,Android,Mumbai,SUCCESS,,0,85,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003892,mer_gadg_04,cust_0275,ord_103892,2026-08-08 21:19:00,617.81,Mobile & Accessories,Debit Card,Android,Pune,SUCCESS,,0,94,False,False,NONE,30.89,0.00,True,1,COMPLETED
evt_003893,mer_fitn_05,cust_0066,ord_103893,2026-08-08 21:20:28,4264.57,Fitness & Sports,Credit Card,Android,Mumbai,SUCCESS,,0,85,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003894,mer_fitn_05,cust_0356,ord_103894,2026-08-08 21:22:24,3479.18,Fitness & Sports,UPI,iOS,Delhi NCR,SUCCESS,,0,202,False,False,NONE,834.66,394.38,True,2,COMPLETED
evt_003895,mer_home_03,cust_0221,ord_103895,2026-08-08 21:32:28,4579.50,Home & Kitchen,UPI,MacOS,Bengaluru,SUCCESS,,0,191,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003896,mer_gadg_04,cust_1285,ord_103896,2026-08-08 21:34:10,853.11,Mobile & Accessories,UPI,Android,Ahmedabad,FAILED,NETWORK_ERROR,1,93,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003897,mer_home_03,cust_1450,ord_103897,2026-08-08 21:45:16,2565.64,Home & Kitchen,UPI,MacOS,Bengaluru,SUCCESS,,0,74,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003898,mer_fitn_05,cust_0125,ord_103898,2026-08-08 21:55:08,5911.05,Fitness & Sports,UPI,Android,Delhi NCR,SUCCESS,,0,129,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_003899,mer_gadg_04,cust_0166,ord_103899,2026-08-08 21:56:35,926.03,Mobile & Accessories,UPI,Android,Bengaluru,SUCCESS,,0,75,False,True,PROCESSED,0.00,0.00,False,0,REFUNDED
evt_003900,mer_gadg_04,cust_1092,ord_103900,2026-08-08 22:19:28,828.87,Mobile & Accessories,UPI,Android,Delhi NCR,SUCCESS,,0,82,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003901,mer_elec_01,cust_1288,ord_103901,2026-08-08 22:40:11,5487.44,Consumer Electronics,Wallet,Windows,Mumbai,SUCCESS,,0,135,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003902,mer_gadg_04,cust_0217,ord_103902,2026-08-08 22:42:23,1325.46,Mobile & Accessories,Credit Card,iOS,Mumbai,SUCCESS,,0,146,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003903,mer_home_03,cust_0710,ord_103903,2026-08-08 22:43:41,3561.08,Home & Kitchen,Credit Card,Android,Mumbai,SUCCESS,,0,77,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003904,mer_gadg_04,cust_1800,ord_103904,2026-08-08 22:45:52,883.57,Mobile & Accessories,UPI,Android,Chennai,SUCCESS,,0,149,False,False,NONE,208.52,91.98,True,1,COMPLETED
evt_003905,mer_elec_01,cust_0377,ord_103905,2026-08-08 22:47:56,4564.62,Consumer Electronics,UPI,MacOS,Bengaluru,SUCCESS,,0,106,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003906,mer_elec_01,cust_1235,ord_103906,2026-08-08 23:00:19,6740.78,Consumer Electronics,Net Banking,Android,Bengaluru,ABANDONED,CHECKOUT_TIMEOUT_USER_ABANDONED,0,293,True,False,NONE,0.00,0.00,False,0,ABANDONED
evt_003907,mer_elec_01,cust_1046,ord_103907,2026-08-08 23:05:34,3421.32,Consumer Electronics,UPI,Windows,Lucknow,SUCCESS,,0,99,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003908,mer_elec_01,cust_0169,ord_103908,2026-08-08 23:07:13,4135.42,Consumer Electronics,UPI,Windows,Bengaluru,SUCCESS,,0,152,False,False,NONE,897.90,408.65,True,1,COMPLETED
evt_003909,mer_gadg_04,cust_0026,ord_103909,2026-08-08 23:10:48,1279.38,Mobile & Accessories,Credit Card,Windows,Pune,SUCCESS,,0,262,False,False,NONE,295.08,91.26,True,3,COMPLETED
evt_003910,mer_fitn_05,cust_0157,ord_103910,2026-08-08 23:16:46,3376.72,Fitness & Sports,UPI,MacOS,Delhi NCR,SUCCESS,,0,296,False,False,NONE,700.34,211.36,True,4,COMPLETED
evt_003911,mer_gadg_04,cust_0426,ord_103911,2026-08-08 23:25:50,801.43,Mobile & Accessories,Credit Card,MacOS,Bengaluru,FAILED,USER_DROPPED_AT_OTP,0,107,False,False,NONE,0.00,0.00,False,0,FAILED
evt_003912,mer_lux_06,cust_1424,ord_103912,2026-08-08 23:35:07,19062.44,Luxury & Watches,UPI,Windows,Hyderabad,SUCCESS,,0,61,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003913,mer_fash_02,cust_0658,ord_103913,2026-08-08 23:40:15,2537.20,Fashion & Apparel,Credit Card,Android,Mumbai,SUCCESS,,0,133,False,True,PROCESSED,213.96,213.96,True,1,REFUNDED
evt_003914,mer_home_03,cust_0210,ord_103914,2026-08-08 23:47:09,1868.29,Home & Kitchen,UPI,Android,Lucknow,SUCCESS,,0,203,False,False,NONE,323.81,175.95,True,3,COMPLETED
evt_003915,mer_lux_06,cust_0995,ord_103915,2026-08-08 23:50:27,16393.07,Luxury & Watches,Debit Card,MacOS,Mumbai,SUCCESS,,0,19,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003916,mer_fash_02,cust_0550,ord_103916,2026-08-08 23:53:14,1779.58,Fashion & Apparel,Credit Card,MacOS,Jaipur,SUCCESS,,0,33,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003917,mer_home_03,cust_0198,ord_103917,2026-08-08 23:54:25,2332.32,Home & Kitchen,UPI,iOS,Hyderabad,SUCCESS,,0,82,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003918,mer_elec_01,cust_0002,ord_103918,2026-08-09 00:02:38,6502.66,Consumer Electronics,Net Banking,iOS,Pune,ABANDONED,USER_DROPPED_AT_OTP,0,120,True,False,NONE,532.79,532.79,True,2,ABANDONED
evt_003919,mer_fitn_05,cust_0799,ord_103919,2026-08-09 00:03:30,1496.77,Fitness & Sports,UPI,iOS,Delhi NCR,SUCCESS,,0,57,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003920,mer_fash_02,cust_0739,ord_103920,2026-08-09 00:04:41,1459.73,Fashion & Apparel,UPI,MacOS,Mumbai,SUCCESS,,0,93,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003921,mer_fash_02,cust_1258,ord_103921,2026-08-09 00:08:42,2112.97,Fashion & Apparel,Credit Card,MacOS,Chennai,SUCCESS,,0,154,False,False,NONE,278.58,278.58,True,1,COMPLETED
evt_003922,mer_fitn_05,cust_0011,ord_103922,2026-08-09 00:10:10,2023.14,Fitness & Sports,Wallet,Android,Pune,SUCCESS,,0,75,False,False,NONE,0.00,0.00,False,0,COMPLETED
evt_003923,mer_fash_02,cust_0877,ord_103923,2026-08-09 00:20:21,871.48,Fashion & Apparel,UPI,MacOS,Delhi NCR,SUCCESS,,0,139,False,False,NONE,196.80,72.95,True,1,COMPLETED
evt_003924,mer_fitn_05,cust_0533,ord_103924,2026-08-09 00:24:18,4395.29,Fitness & Sports,UPI,Windows,Hyderabad,SUCCESS,,0,238,False,False,NONE,684.94,462.23,True,2,COMPLETED
evt_003925,mer_lux_06,cust_0020,ord_103925,2026-08-09 00:25:19,11967.35,Luxury & Watches,UPI,iOS,Mumbai,ABANDONED,USER_DROPPED_AT_OTP,0,213,True,False,NONE,1014.12,1014.12,True,1,ABANDONED
evt_003926,mer_fitn_05,cust_0741,ord_103926,2026-08-09 00:28:49,4118.13,Fitness & Sports,EMI,iOS,Delhi NCR,SUCCESS,,0,156,False,True,PROCESSED,569.74,569.74,True,1,REFUNDED
evt_003927,mer_lux_06,cust_0546,ord_103927,2026-08-09 00:29:51,6726.95,Luxury & Watches,UPI,iOS,Chennai,SUCCESS,,0,114,False,False,NONE,0.00,0.00,False,0,COMPLETED
